,label,sentence
42,0,These targeting vectors were subsequently introduced into  Msh2 −/−   [GENE] +/−  and wild-type ES cell lines by [EXPE] ( 25 ) to insert single copies of the (CA) 15 C and G 10  reporters into  Rosa26  and  Rb  locus respectively
43,0,There was no significant association between [EXPE] and the obesity-related phenotypes WHR or log plasma [GENE] level as continuous variables (p > 01 for all comparisons; Figure  1 )
44,0,A SIGENAE ENSEMBL Rainbow Trout [GENE] Contig version 30 was extracted from the SIGENAE-EST [EXPE] [ 28 ]
45,0,At this time 75% or more of explants exhibited sarcomeric [EXPE] of sarcomeric α-actinin (75%) SMA (81%) and Z-line [GENE] (83%)
46,0,Images of EGFP CY3 and DAPI fluorescence were obtained using the Leica [EXPE] laser scanning microscope (Leica TCS [GENE] DM RXE Wetzlar Germany) with a 63X/132 oil lens
47,0,In the presence of DMEM LPA or S1P with GM6001 added to the culture media the distance (~45 μm) and velocity (0030 μm/min) of the invading cells was markedly decreased (t-test p < 001) compared to treatment with DMEM or the lipid alone (Fig  8 ; additional file  5  and  6 : 3D [GENE] and 3D LPA+GM6001 to view the time-lapse [EXPE] of LPA-induced invasion of cells embedded in 3D with and without GM6001 respectively)
48,1,The primers used for the [EXPE] for nestin NF-L NF-M NF-H GFAP [GENE] VEGF and GAPDH (all human) are listed in  Table 1
49,0,Mouse [GENE] does not serve as a cell-entry receptor for [EXPE] vectors bearing the JSRV Env protein [ 4  15 - 17 ] nor does it bind the SU domain of JSRV Env [ 16 ] yet we have shown here that lung tumors induced in mice by Env expression alone are quite similar to lung tumors induced by JSRV in sheep having a functional Hyal2 virus receptor
50,0,In this study we show that the ability of thrombin to promote stress fiber formation and stimulate Rho can be [EXPE] by activated forms of [GENE]
51,0,Finally it is pertinent to [GENE] whether it is ethical to give participants in [EXPE] exercises the impression that they will benefit from the process itself given the absence of evidence supporting this conclusion and the availability of proof that false-positive results are common and have an adverse effect on well-being and health status [ 26  27 ]
52,0,This confirmed preliminary microarray analysis using the Affymetrix gene [EXPE] HUM199A which identified a 24-fold down-regulation in [GENE] mRNA one month after induction of disease [ 138 ]
53,1,Confirmed sequences were subjected to further [EXPE] analysis and in the case of [GENE] to preliminary functional and expression analysis
54,1,[GENE] was detected by GFP fluorescence and [EXPE] images were captured with an inverted 1 × 70 confocal microscope with Fluoview software (Olympus-Fluoview)
55,0,The steady-state levels of the ER resident transmembrane protein calnexin Golgi associated β-COP subunit of the coatomer and Golgi matrix proteins p115 and [GENE] were unaffected by p23 [EXPE] (Fig  1 )
56,0,Each motif found in UCRs of queen (46) and worker (71) overexpressed genes was compared with the entire set of  D melanogaster [GENE] -regulatory motifs contained in the TRANSFAC [EXPE] (version 40;  Wingender  et al  2000 )
57,1,This histological phenotype is indistinguishable from that displayed by  [GENE]  − / −  [EXPE] mice [ 11  12  16 ]
58,1,[EXPE] was then performed by hybridizing to the [GENE] R77 and SLTc probes
59,1,However when we analyzed the neuroanatomical [GENE] sc  distribution by [EXPE] and IHC prominent differences were observed
60,1,In cultured mammalian cells overexpression of wild-type PINK1 protects cells against apoptotic stimuli [ 5  15 ] whereas small [EXPE] RNA (siRNA)–mediated depletion of [GENE] increases the susceptibility to apoptotic cell death [ 16 ]
61,0,Several co-stimulatory signal systems have been identified in muscle tissue from patients with IIM such as CD40-CD40 ligand (CD40-L) [EXPE] co-stimulator (ICOS)-ICOS ligand (ICOS-L) B7RP-1 [GENE] and B7-H2
62,0,Furthermore 9–10% of the [GENE] cells exhibited smaller DAPI [EXPE] chromosomal masses presumably micronuclei (Figure  1C4  and  1C5 )
63,0,HeLa cells were transfected with control siRNA (control) or p68 subfamily-siRNA and the cellular localization of B23 [GENE] and p19 ARF  was visualized by indirect [EXPE] 5 days after transfection
64,0,In cultured  src [EXPE] ; fyn -/-  myotubes [GENE] or laminin induce normal AChR clustering but the clusters dissemble rapidly within a few hours after withdrawal of these factors [ 12  14 ]
65,0,Lymphangiomas were located in the axillary region of [EXPE] A and in the upper [GENE] of patient B The studies were approved by the hospital's ethics committee and were performed by the informed consent of the patient's parents
66,0,Because the initial hypothesis that decreased repair of UVC DNA damage could be explained by decreased transcription of [GENE] genes was not supported we used three [EXPE] programs to carry out higher level analysis of gene expression data: Cytoscape [ 31 ] GOMiner [ 32 ] and GeneSpring (Silicon Genetics; Gene Ontology [GO] and Kyoto Encyclopedia of Genes and Genomes [KEGG] functions)
67,1,To address the mechanism by which the heterozygous FasL mutation in Pt 86 leads to defective apoptosis and ALPS we examined the possibility that abnormal FasL interferes dominantly with normal FasL We then [EXPE] Pt 86 and wild type [GENE] constructs and observed that the cytotoxicity was indeed much lower than that induced by the wild type FasL construct alone (Figure  4b )
68,0,Myocytes from three separate wells were used for each experiment and data is presented as the mean [GENE] level for each condition with error bars depicting [EXPE]
69,0,Several lines of evidence presented here clearly support the conclusion that [EXPE] is capable of inducing the expression of [GENE] in human astroglia
70,1,Each 7 days culture supernatants were tested for the presence of [GENE] with an in-house antigen capture enzyme-linked immunosorbent [EXPE] (ELISA)
71,1,A 29-fold improvement in thrombopoietin secretion was observed by  Chung  et al  (2004)  after cosupertransfection of [EXPE] CHO cells with calnexin and [GENE]
72,0,As shown by Western blot analysis the PI3K [EXPE] Ly294002 (25 µM) completely abolished [GENE] activation in response to EGF in EGNP-1-transduced HUVEC ( Figure 3f ) but the VEGFR-2 kinase inhibitor IV (100 nM) which can inhibit VEGFR-2 phosphorylation did not influence EGNP-1-induced Akt phosphorylation ( Figure 3f )
73,0,In addition given the differences in [GENE] binding the effect of SCLIP-SLD [EXPE] was simultaneously assessed for comparison
74,0,Similar low efficiencies of insertion were observed for all [GENE] variants when import was performed with mitochondria [EXPE] of Tob38 (unpublished data)
75,0,During epithelial cytostasis (growth arrest) Smads induce cell cycle inhibitors  p15  and  [GENE]  and repress  c-Myc  and [EXPE] of differentiation  Id1   Id2  and  Id3  ( Pardali and Moustakas 2007 )
76,0,Fig S3 shows internalization of fluorescent EGF and transferrin in LDCs [GENE] localization in LDCs and [EXPE] of fluorescent EGF internalization in confluent embryonic liver cells expressing endogenous  Nf2
77,1,Because  Hs2st; Hs6st  mutants die during embryogenesis we analyzed  Hs2st  homozygous animals bearing a [EXPE] that expresses double-stranded RNA for  [GENE]  ( Hs6st  RNAi) under a specific Gal4 driver ( Kennerdell and Carthew 2000 )
78,1,Moreover [GENE] elevation elicited using the general PDE [EXPE] IBMX elevates tPA activity in NIH3T3p75 NTR  to the levels seen in NIH3T3 cells ( Fig 6 b )
79,0,The data presented here suggest that SP cells regulate proliferation of more committed cells in a paracrine fashion by secreting [GENE] which is antagonized by its [EXPE] Gremlin secreted by MP cells
80,1,Cells were transiently [EXPE] with GFP (control) p50RhoGAP-GFP [GENE] binding domain-GFP or RhoGDIα-GFP
81,0,Asynchronous [GENE] cells at 70% confluence in 60-mm plates were [EXPE] with Prx expression plasmids and an EGFP expression vector (pEGFP-N2; CLONTECH Laboratories Inc) using Lipofectamine 2000 (Invitrogen) according to manufacturer's protocols
82,0,[GENE] 165  stimulation of MSCs [EXPE] with scrambled siRNA as a control resulted in an ∼25-fold increase in migration above unstimulated scrambled siRNA control levels ( Fig 3 C )
83,0,We use an AICD-Gal4 mediated luciferase expression [EXPE] as a general reporter of [GENE] metabolism in the human neuroblastoma cell lines SH-SY5Y
84,0,Virus stocks were titrated by 50% endpoint [EXPE] in PHA-activated PBMCs with [GENE] detection by ELISA
85,1,However we were able to detect the full-length Col II procollagen in the medium of cultured chondrocytes from both E185 WT and [GENE] cko  mice by [EXPE] ( Fig 8 B )
86,0,Interestingly treatment with MEK-1 [EXPE] PD98059 downregulated the  [GENE]  expression to the level obtained with ESAT-6 stimulation while the p38 inhibitor SB203580 had no effect on  c-myc  expression levels (Fig  7C )
88,0,Conditional deletion of  Rac1  a negative regulator of  [GENE]  leads to rapid [EXPE] of the stem cell compartment and highlights their critical roles in stem cell regulation [ 105 ]
89,1,Our observation that some genes (eg  [GENE]  and  Acsl4 ) are [EXPE] on the chosen X in undifferentiated ES cells shows that up-regulation of  Xist  expression is not essential for silencing
90,1,Thus [EXPE] of the wild-type or constitutively activated form of [GENE] hyperactivates the fission reaction and causes extensive vesiculation of the TGN
91,0,Furthermore the fact that the [EXPE] of  Hsp47  gene into  [GENE] −/− cells resulted in the restoration of triple helix formation of the procollagen clearly suggests the important role of Hsp47 in the correct triple helix formation of procollagens in the ER
92,0,To determine whether loss of stable membrane association by Sar1[F5D] was not simply due to the absence of Sec23/24 in the binding [EXPE] we examined the ability of [GENE] to recruit Sec23/24 to ER microsomes
93,0,In contrast [GENE] one of the most widely used [EXPE] of NADPH oxidase activity blocks other flavin-containing enzymes including xanthine oxidase ( Doussiere and Vignais 1992 ) mitochondrial complex I ( Majander et al 1994 ) and nitric oxide synthase ( Stuehr et al 1991 )
94,1,To investigate the role of Mig6 protein in cell migration cells were transfected with mig6 siRNA oligonucleotides and subjected to the Boyden chamber [EXPE] with different concentrations of [GENE] ( Fig 3 )
95,1,For the production of the anti-Plk1 mouse monoclonal antibody 36–298 BALB/c mice were then immunized by repeated [EXPE] of 100–150 μg of His-tagged human [GENE] using either Freund's or aluminium hydroxide as an adjuvant
96,1,The presence of hyperphosphorylated [GENE] in KO cells could be confirmed by [EXPE] ( Fig 3  B)
97,0,H 2 O 2  inhibits [GENE] ATPase activity and DTT [EXPE] ATPase activity of NSF exposed to H 2 O 2  ( Fig 3  B)
98,0,Four [EXPE] duplexes corresponding to rat [GENE] starting at nt 3577 and 5199 (GenBank/EMBL/DDBJ accession no  D38629 ) and to rat Dlg1-SAP97 starting at nt 1060 and 2273 (GenBank/EMBL/DDBJ accession no  U14950 ) were obtained from Proligo
99,0,These studies suggest a novel function for FIP200 in the regulation of cell size control in addition to its functioning as an [EXPE] for FAK and regulator of [GENE] expression
100,1,Using a [EXPE] system for efficient introduction of exogenous [GENE] to MDCKII cells EGFP-PATJ was expressed in PATJ RNAi MDCKII cells using EGFP alone as a negative control
0,1,We expressed the [EXPE] [GENE] mutants (  Figure 5 C ) and tested the effect of these mutations by ATPase assays
1,1,Interestingly this cell line was largely [E] to [GENE] [EXPE]
2,1,[EXPE]  proximity ligation [E] ( PLA )  [25]  was used to explore the interaction between Ncl-P and [GENE] in further detail
3,0,Dot [EXPE] was also produced when using a monoclonal anti-Plk4 antibody (  supplementary material Fig [GENE]  )
4,1,Moreover  other post-translational mechanisms may also contribute to the [EXPE] of [GENE] in 17-AAG-treated cells
5,1,[GENE] [EXPE] via shRNA-mediated [E] perturbs mitotic progression (  Hehnly et al  2015  )
6,0,As we showed above  however  [GENE] was not affected by the DNA lesions induced by TRAIP [EXPE]
7,1,The upshift was also observed after [EXPE] of [GENE] by TAL  [40]   Cdk1 by Roscovitine  or MAPK by U0126 (  Fig 2C  )
8,1,These results were corroborated by reciprocal [EXPE] [E] ( [GENE] [E] and kinase [E] )
9,0,Conversely  the marked migratory activity of MDA-MB-231 cells was [EXPE] after [GENE] [E] (  Fig 3D  )
10,0,Cells [EXPE] with siRNAs against GL3 and one of the centrosomal proteins ( Aurora A  [GENE]  or TOG ) arrested at M phase
11,1,Strikingly  the [EXPE] of Polη and [GENE] completely reversed the effects of Polη [E] alone (  Figure 4C  )
12,1,[GENE]  [EXPE]  mutants of both sexes were overtly normal in behaviour and appearance
13,1,As expected  [EXPE] of [GENE] or NEDD1 significantly reduced MT nucleation from centrosomes ( Fig  2c  d  )
14,0,However  deletion of  [GENE]  or  Tnfr1  only partially [EXPE] the lethality of HOIP-deficient mice
15,1,PtK1 cells stably expressing NAGT I–GFP were treated with an [GENE] [EXPE]  either monastrol or trityl-cysteine
16,1,When both Cdc14 and PP2A phosphatase activities are [E] the effect is similar to the [EXPE] of [GENE] (  Figure 8C  )
17,1,The Ipl1 localization was marginally reduced by Mcm21 [E] and more clearly reduced by [GENE] [EXPE]
18,0,To investigate this further  the expression of [GENE] ligands were analyzed in A549 cells treated with ATM-specific [EXPE]
19,0,The results indicated that Lim1+ [GENE] enter S- and G2/M-phase in the presence of mZac1 [EXPE]
20,1,[EXPE] stoichiometry was also used to probe the overall conformation of [GENE]
21,1,A complete [EXPE] of [GENE] Ser135P was never observed  indicating that other mitotic kinases may also target this site
22,0,The specificity of the [GENE] antibody was confirmed using western [EXPE] (  Fig 1F  ) and immunochemistry (  S1 Fig  )
23,0,However  CEP131 [EXPE] had minimal effect on the expression level of ITCH and [GENE] (  Supplementary Fig 10a  )
24,0,RNMT was detected in HA-RNMT WT and T77A [E]  whereas pT77 [GENE] was only detected in HA-RNMT WT [EXPE]
25,1,To this end  we [EXPE] [GENE] in U2OS cells and analyzed frequency of TOPBP1 and BLM UFBs
26,0,To generate a TPX2 [EXPE] with endogenous expression and regulation  we used a BAC containing the mouse [GENE] gene
27,0,However  PHD1 [E] results in higher levels of [GENE]  but with similar effects on centrosomal function to Cep192 [EXPE]
28,0,CCK8 [EXPE] were subsequently performed to evaluate the effect of [GENE] on cell viability
29,1,As reported previously  [EXPE] of [GENE] increased MT regrowth from centrosomes (  Jang et al  2008  )
30,0,To understand whether the stability of cyclin F is controlled by CKIIα  we measured the [GENE] half-life after [EXPE] of CKIIα
31,0,As shown in Figure  6B   mRNA stability of Mad1  Mad2  Bub1b  CDK1  and [GENE] were significantly decreased after FTO [EXPE]
32,0,Since Kif15 and Aurora A [EXPE] have overlapping phenotypes in EICs  we wondered if Aurora A might directly regulate [GENE]
33,1,The mobilities of FAK  [GENE]  and [G] were analyzed by [EXPE]
34,0,[GENE] ( APC-3 )  a subunit of APC  did not [EXPE] in these experiments
35,0,Apparently  BMP2K [EXPE] did not affect [GENE] cell proliferation under regular culture conditions ( Fig  3 a )
36,0,[EXPE] RNA-Seq was applied to investigate the gene expression profiles of [GENE] wd  and MyoG kd  samples
37,1,We measured cell viability in DU145-DR and C4-2-DR cells with [EXPE] of [GENE] under various concentrations of DTX
38,1,First  we tested if [GENE] and [G] [EXPE] with each other
39,1,The  [G] INK4a  gene was [E] through expression of a short [EXPE] RNA ( shRNA ) complementary to  [GENE] INK4a  [ 30 ]
40,0,stephensi  mosquitoes fed 21 days previously on mice [EXPE] with wt or Δ [GENE]  [E] were allowed to [G] naïve mice
41,0,As shown in Figure  6B   mRNA stability of Mad1  Mad2  Bub1b  [GENE]  and Ccnb2 were significantly decreased after FTO [EXPE]
42,1,The [EXPE] of [GENE] led to more rapid degradation of Aurora B than that observed in control cells ( Fig  4d  )
43,0,[GENE] [E] further [EXPE] Tea4 and Pom1 side-localization upon glucose [E] in  pka1 Δ cells (  Fig 5c e f  )
44,0,CoIP of [GENE] and Mad1-GFP was also observed after [EXPE] with anti-Mps1 instead of anti-GFP ( unpublished data )
45,1,Subsequently we analyzed the migration behavior of GFP-expressing [GENE] by in vivo [E] [EXPE]
46,0,Fig 7 [GENE] [E] [EXPE] multiciliogenesis in absence of Cdc20b
47,1,Selective [E] of Aurora A in Pak1 [E]  MEFs resulted in [EXPE] of [GENE] phosphorylation (  Fig 8 B  )
48,0,This shows that ectopic [GENE] can [E] genomic stability to a large extent in Mcph1 [EXPE] [G] [E]  MEFs
49,1,Cell cycle-dependent kinase [EXPE] [GENE]  [G]  and [G] are regarded as key effectors of cellular senescence [ 11 ]
50,0,To explore the role of [GENE] in tumor progression  we examined whether HSET was [EXPE] in human breast tumors
51,1,These findings are also consistent with [EXPE] of [GENE] restoring nuclear import of Ran in Tween-20 treated cells
52,0,Fig 4  A shows the amounts of [G]  [GENE]  and syntaxin5 in both membranes by [EXPE]
53,0,Depletion of [GENE] comet  from Cdc20 K-less–expressing cells delayed mitotic exit following Aurora B [EXPE] (  Figure 4A  )
54,1,To determine a role of Cby in [G]  [GENE] was [E] from cells by [EXPE] (  Figure 4  )
55,1,To decrease endogenous Hdac activity  we [EXPE] HEK293 EBNA cells with siRNA against Hdac1  [GENE]  Hdac4  and Trps1
56,1,We also determined the effect of HAUS2 and [GENE] [EXPE] on dendritic development using Sholl analysis
57,0,Both [GENE] and cordycepin significantly [EXPE] cell proliferation  but EPS  adenosine  and D-mannitol did not ( Figure  3A  )
58,1,The inhibitory effect of [GENE] [EXPE] on melanoma cell growth was further investigated  in vivo
59,0,To test this  control cells and cells [EXPE] of GAK were [E] for the [GENE] target protein HURP
60,0,Both processes can be [EXPE] by expression of the isolated FH2 domain of INF2  [GENE]  or mDia1
61,1,Flag-tagged wild-type or phosphomimetic [GENE] constructs were [EXPE] into HCT116 DNA-PKcs [E]  cells
62,1,[EXPE] and [E] efficiencies of [GENE] were assessed by Western blot analyses ( Supplementary Fig  6a  b  )
63,1,Therefore we investigated [GENE] localization in colonic crypts by [E] labeling and [EXPE] microscopy
64,1,The relative levels of mRNA of [GENE]  Bcl-2 and Survivin were also determined using [EXPE] RT-qPCR
65,1,To decrease endogenous Hdac activity  we [E] HEK293 EBNA cells with [EXPE] against Hdac1  [GENE]  Hdac4  and Trps1
66,1,Any residual melanin was eliminated by culturing the cells in 1 mM phenylthiourea  a potent [GENE] [EXPE]  for two weeks
67,1,22  To test this hypothesis  we used monastrol ( MON )  a chemical [EXPE] of the kinesin-5 protein [GENE]
68,1,Next  we compared the ability of these domains in their physical interaction with [GENE] by [E] [EXPE]
69,0,As expected  ATM [EXPE] resulted in the phosphorylation decrease of direct [GENE] targets - Chk2 and p53
70,1,This was reversed by expressing a shRNA-resistant [GENE] [EXPE] ( Fig  4 b–d )
71,0,In RSF1 KO cells  H2A-pT120 co-precipitated with both CENP-A and POGZ  and [GENE] in the H2A-pT120 [EXPE] was reduced
72,1,As expected  both IκBα and JSH-23 [E] the stimulatory effect of [GENE] [EXPE] on NF-κB activation
73,1,In addition  we further confirmed the LC3B and [GENE] mRNA level increase by [EXPE] RT-PCR ( Figure  5C  )
74,1,f  In vitro phosphatase [E] of [EXPE] WT and AQA [GENE]
75,1,The cortical elevation of [GENE] could be [EXPE] upon expression of a siRNA-resistant version of MISP ( Fig  2a  )
76,1,In addition  we [EXPE] [GENE] and MLL cells with a CP110Δ3′UTR expression cassette without miR-129-3p 3′-UTR
77,1,MAD2 or [GENE] was [EXPE] from HeLa cells by siRNA treatment
78,1,[GENE] [EXPE] caused G1 arrest (  Supplementary Fig 2  )
79,0,To explore whether [GENE] plays a role in centrosome cohesion  we [E] Cep44 by using two individual [EXPE]
80,0,We examined centrioles in S phase control and  [GENE]  siRNA-treated cells by serial section electron [EXPE]
81,0,The level of [GENE] reassociation was comparable to interphase FAK [EXPE] ( lane 4 )
82,1,[GENE] [EXPE] ( OE ) did not affect axonal number but did result in significant increase in axonal length (  Figure 1  L–P  )
83,0,When [GENE] is [EXPE] ~80% of anaphase cells display chromosome mis-segregation (  Figure 3 e )
84,1,Quantitative [EXPE] showed that [GENE] and Mcph1 gt  were efficiently [E] by >70% (  Figure S3  )
85,1,We next deconvolved the siRNA pool into 4 individual [EXPE] targeting [GENE]
86,1,Increased levels of [GENE] were also detected in the single [EXPE] sgP130 cells ( Figure  1A  )
87,1,The first aim of this study was to model the function of [GENE] in adult mice using an [EXPE] RNAi technique
88,1,To identify the specific PLK1 phospho-site on [GENE]  [EXPE] analyzing the products of in vitro kinase [E] was performed
89,0,In contrast  MARCH5 [EXPE] cells showed strongly increased levels of both [GENE] and NOXA after slippage
90,1,To analyze [GENE] function in somatic cells  we [EXPE] the protein by RNAi (  Fig 6  C  D  and E  )
91,1,SW620 colon cancer cells [E] with empty vector or PTTG1 plasmids or [GENE] [EXPE] were treated with doxorubicin
92,1,Next  we studied the impact of [GENE] [EXPE] with CFI-402257 on the first and the second round of division of MM cells
93,1,As a further test  lysates were prepared from S2 cells treated with a control [EXPE] or with dsRNA against  [GENE]
94,1,They also demonstrate that due to either slow  or incomplete [E] of [GENE] by [EXPE]  cells undergo endoreplication
95,1,[GENE] was [EXPE] with anti-centromere antibody ( ACA ) as an inner kinetochore marker in HeLa cells
96,0,To validate the role of 53BP1 in the centrosome surveillance pathway  we generated [EXPE] of [G] and 53BP1 in [GENE] AS  cells
97,0,The fact that isolates from this strain had diploidized was confirmed by [EXPE] ( Figure [GENE] )
98,1,Positive [EXPE] for the neuronal marker [GENE]  suggested they are differentiated hippocampal pyramidal neurons ( Fig  6d  )
99,0,More importantly  there was an intense [EXPE] of phospho-PLK1 in cancerous tissues with low [GENE] expression
100,0,In [GENE] [EXPE] cells  HRP was found as a 65-kD polypeptide
101,1,We used a [E] analysis to determine global transcript changes following the [EXPE] of Btf or [GENE]
102,0,We therefore [EXPE] [GENE]  MARCH5 or both with siRNAs in HeLa or U2OS cells and treated them with paclitaxel
103,1,[EXPE] of [GENE] activity with PARPi decreases pADPr levels in ovarian carcinoma cells [ 49 ]
104,1,In all cases  [EXPE] for [GENE] was detected at nuclear level in approximately 25–50% of neuroblastic cells
105,1,We therefore used [GENE] [EXPE] to monitor the SAC activity in mouse oocytes arrested in proTAME
106,0,Figure  2A  depicts the efficiency of [GENE] [E] and the expressed amounts of MCAK WT and its mutants for [EXPE]
107,1,Accordingly  the size of  wee1( 4A )  cells was largely ( but not entirely ) insensitive to [GENE] [EXPE] (  Figure 3G  )
108,1,This result indicates that the spindle elongation enforced by  [GENE] [EXPE] also causes abnormal kinetochore distribution
109,1,These data are also consistent with the low number of cells ( 6% ) that [EXPE] for [GENE] and [G] (  Table II  )
110,1,Our results showed that [EXPE] of [GENE] substantially [E] CPAP-induced centriole elongation (  Fig S2A B  )
111,0,Taken together  embryos [E] of [GENE] develop cilia defects  similar to that observed following Mcm2 [EXPE]
112,0,To this end  we used [EXPE] of GFP-Tubulin to monitor centrosome and spindle dynamics in  [GENE] t25  mutant NBs
113,1,We observed that only Nup62 but not [GENE] or vector alone could partially [EXPE] the defects (  Fig 6G ;  Fig S2  )
114,1,However  unlike [GENE] [EXPE] treatment  [E] of NEDD1 did not inhibit ACM-induced motility ( Fig  2e  )
115,0,Strikingly  the MEK [EXPE] ( U0126 and PD0325901 ) and the [GENE] [E] ( SHP099 ) also [E] IR endocytosis
116,1,This phenomenon was [E] when we reconstituted [GENE] [EXPE] [G] [E]  MEFs with ectopic MCPH1 (  Figure S1ES1G  )
117,0,Thus  we explored the possibility that excess [GENE] might conceivably [EXPE] both MT nucleation and release
118,0,Plasmids expressing blasticidin- or G418-resistant gene were first [EXPE] individually into 3T3 or [GENE] [E] 3T3
119,1,In order to examine if endogenous Ncl-P and [GENE] colocalize  we employed [E] studies using [E] [EXPE]
120,0,Similar results were obtained when the SAC was [E] through BubR1 or [GENE] [EXPE] (  Fig S2  )
121,0,"in order to reduce the incidence of cell line-dependent variables , we compared both parental  [G] +/+  and  [GENE] +/−  versus  [G] [E]  lines , and [EXPE]  [G] [E] loa1sn versus  [G] [E] loa1δ18sn lines"
122,0,"we first analyzed the effect of [G] [EXPE] on the expression of several key ciliary regulators , including centrosomal protein 110 ( [G] ) , intraflagellar transport protein 88 ( [G] ) , [G] , meckel syndrome 1 ( [GENE] ) , [G] , and [G] ( [G] ) 27 28 29 30 31"
123,0,the full [EXPE] activity of gfp-cc2d1b also highlighted that expression of this fusion in hct116 δ [G]  cells provides a relevant system to determine the localization of [GENE] in the context of mitotic ne reformation
124,1,"the double mutants of  swi7h4  with  rhp51  ,  [G]  ,  rqh1/hus2  and  [GENE]  [EXPE] were constructed using standard genetic crosses and their survival was compared at semi and non permissive temperature"
125,0,"as shown in figure  2g  , [EXPE] revealed that [G] [E] enhances [E] and ar interactions , thus further substantiating the gst-pulldown [E] results , with gst-chip able to [E] more [GENE] protein when incubated with hek293 cell lysates [E] with [G] ( figure  2h  )"
126,1,"We next asked whether [EXPE] of [GENE] induced anaphase chromosome segregation defects in HCT116 cells , which are near-diploid , relatively chromosomally stable , and have relatively low levels of GTSE1 protein (  Fig. 7 A ;  Thompson and Compton , 2008  )."
127,1,"we found that treatment with the mt-stabilizing [E] taxol also decreased the percentage of cells with [GENE] or [G] [EXPE] at cs ( fig.  5b  and supplementary fig.  7c , d  )"
128,0,We next performed chromatin [EXPE] ( [GENE] ) using H3K9me2 antibodies on adult flies.
129,0,our results from h4-app cells using the pharmacological [E] suggested that g1/s checkpoint [EXPE] prevents [GENE] phosphorylation at thr668
130,1,"to this end , we combined [GENE] d  degradation and a [G] [EXPE] , targeting both origin licensing and origin firing , the two main events necessary for initiation of dna replication"
131,1,"Instead , [EXPE] of [GENE] resulted in 8% of cells bypassing entry into mitosis ( Figure  3B  )."
132,0,"notably , expression of the [G] kr  mutant was not fully effective in [E] the [GENE] [E] defects , in comparison to full [EXPE] by [G] (  figure 2a and c–e  )"
133,0,fig. 9  c shows the characteristic mann ii [EXPE] pattern of [G] cells [E] with active mkk and wild-type [G] and the reversal with expression of [G] ( [GENE] ) mutant
134,1,"time-lapse [EXPE] of cgns expressing phluorin-tagged [GENE] , an immunoglobulin superfamily adhesion molecule essential for [G] migration [ 47 ] , and either utrch-abd-egfp or lifeact-egfp , revealed surface [G] at punctate junctions within the leading process and in larger adhesion plaques within the neuronal soma ( figure  8 a ,d , movies in additional files  24  ,  25  ,  26  and  27  )"
135,1,"as shown in  fig. 3 c  , [GENE] [EXPE] was not affected by the complete disassembly of microtubules obtained with nocodazole treatment , indicating that [G] associated with the centrioles in a microtubule-independent manner"
136,0,"although [E] of aurora b and plk-1 did not affect the actin cluster dynamics at all ( unpublished data ) , [G] [EXPE] by ro3306 (  vassilev et al. , 2006  ) resulted in the disappearance of the actin cluster , which suggests the requirement of [GENE] activity for the actin cluster dynamics"
137,1,"To assess the solubility of [EXPE] [GENE] fragments in vitro , we performed a spin-down [E] and showed that Plk4 WT fragments were mostly soluble , whereas the KD mutant was largely insoluble ( Fig.  1d  , Supplementary Fig.  1c  and  1d  )."
138,0,"in contrast , dna damage in  [G]  ( pas kinase ) [EXPE] [G] cells was significantly higher than  apkc  and  [G]  (  figure 3  and  s3  ) , although  [GENE]  showed lower levels of apoptosis"
139,0,the full [EXPE] activity of gfp-cc2d1b also highlighted that expression of this fusion in hct116 δ [G]  cells provides a relevant system to determine the localization of [G] in the context of mitotic [GENE] reformation
140,1,"a similar , although much weaker , effect was seen in hkid [E] cells , but not in [GENE] or control [EXPE]"
141,1,"as predicted , antibody [EXPE] for [GENE] in tecs showed colocalization with γ-tubulin ( fig. s5 h )"
142,1,we first determined the localization of these proteins by [EXPE] dividing hela cells with antibodies directed to the human orthologues of [G] and [GENE]
143,0,"to induce [EXPE] of [G] , mda-mb-231 cells expressing h2b-mcherry were stably [E] using an [E] [E] vector containing a bicistronic internal ribosome entry site ( ires ) vector with green fluorescent protein ( gfp ) and short [E] rna ( [E] ) against [GENE] ( shmastl ) or a scramble control ( shcontrol )"
144,0,"quantitative [EXPE] in transiently [G] or [G] [E] hfks confirms that down-regulation of [G] , [GENE] and [G] occur in a tp53-dependent manner in both transiently and stably [G] [E] cells ( figure  5g  and figure s13c–e )"
145,0,"notably , expression of the [GENE] kr  mutant was not fully effective in [E] the [G] [EXPE] defects , in comparison to full [E] by [G] (  figure 2a and c–e  )"
146,1,"[EXPE] [E] series revealed different phases of  ag cdc14-gfp localization during the nuclear division cycle (  figure 2a  ): during interphase ,  ag [GENE] is sequestered within the nucleolus"
147,1,"we also confirmed that the tumors formed by gli3-shr1-caski cells had sustained [G] [E] as reflected by significantly reduced [G] mrna measured with [E] (  fig. 7g  ) , confirming that the similar tumorigenic property between the control and gli3-shr cells was not due to the loss of [GENE] [EXPE]"
148,1,"to identify [G] interacting proteins and potential substrates , we [EXPE] an egfp-tagged [GENE] kinase-inactive mutant ( [G] kd ) into hela cells and immunoprecipitated the proteins by using anti-gfp antibodies"
149,1,"To enable [EXPE] expression of cleavable [GENE] , we also fused YFP-TRF1 TEV  to an FK506-binding protein ( FKBP ) degradation domain , which can be stabilized by Shield-1 (  Banaszynski  et al.  , 2006  )."
